STATION,NAME,DAY,MONTH,YEAR,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
TH000048327,"CHIANG MAI, TH",1,1,1992,0,"D,,S",22.6,"H,,S",28.5,",,S",15.9,",,S"
TH000048327,"CHIANG MAI, TH",2,1,1992,0,"D,,S",23.1,"H,,S",29.3,",,S",,
TH000048327,"CHIANG MAI, TH",3,1,1992,0,"D,,S",23.3,"H,,S",29.4,",,S",,
TH000048327,"CHIANG MAI, TH",4,1,1992,0,"D,,S",22,"H,,S",29.4,",,S",,
TH000048327,"CHIANG MAI, TH",5,1,1992,0,"D,,S",18.6,"H,,S",,,,
TH000048327,"CHIANG MAI, TH",6,1,1992,0,"D,,S",19.8,"H,,S",,,9.8,",,S"
TH000048327,"CHIANG MAI, TH",7,1,1992,0,"D,,S",20.8,"H,,S",,,,
TH000048327,"CHIANG MAI, TH",8,1,1992,0,"D,,S",20,"H,,S",27.5,",,S",12,",,S"
TH000048327,"CHIANG MAI, TH",9,1,1992,0,"D,,S",20.8,"H,,S",,,12.8,",,S"
TH000048327,"CHIANG MAI, TH",10,1,1992,0,"D,,S",21.2,"H,,S",,,15.7,",,S"
TH000048327,"CHIANG MAI, TH",11,1,1992,0,"D,,S",20.6,"H,,S",,,,
TH000048327,"CHIANG MAI, TH",12,1,1992,0,"D,,S",20.8,"H,,S",28.2,",,S",13.3,",,S"
TH000048327,"CHIANG MAI, TH",13,1,1992,0,"D,,S",20.1,"H,,S",29,",,S",13.1,",,S"
TH000048327,"CHIANG MAI, TH",14,1,1992,0,"D,,S",20.6,"H,,S",28,",,S",12.6,",,S"
TH000048327,"CHIANG MAI, TH",15,1,1992,,,19.4,"H,,S",26,",,S",13,",,S"
TH000048327,"CHIANG MAI, TH",16,1,1992,0,"D,,S",19.4,"H,,S",26,",,S",,
TH000048327,"CHIANG MAI, TH",17,1,1992,0,"D,,S",19,"H,,S",26,",,S",12,",,S"
TH000048327,"CHIANG MAI, TH",18,1,1992,0,"D,,S",19.3,"H,,S",,,11.8,",,S"
TH000048327,"CHIANG MAI, TH",19,1,1992,,,19.7,"H,,S",27,",,S",,
TH000048327,"CHIANG MAI, TH",20,1,1992,0,"D,,S",19.5,"H,,S",,,,
TH000048327,"CHIANG MAI, TH",21,1,1992,0,"D,,S",19.1,"H,,S",26.5,",,S",12.7,",,S"
TH000048327,"CHIANG MAI, TH",22,1,1992,0,"D,,S",19.4,"H,,S",,,11.7,",,S"
TH000048327,"CHIANG MAI, TH",23,1,1992,0,"D,,S",19.7,"H,,S",27.3,",,S",,
TH000048327,"CHIANG MAI, TH",24,1,1992,0,"D,,S",19.4,"H,,S",,,11.8,",,S"
TH000048327,"CHIANG MAI, TH",25,1,1992,0,"D,,S",20,"H,,S",,,11.4,",,S"
TH000048327,"CHIANG MAI, TH",26,1,1992,0,"D,,S",21.6,"H,,S",,,13,",,S"
TH000048327,"CHIANG MAI, TH",27,1,1992,0,"D,,S",22.3,"H,,S",29.4,",,S",14.2,",,S"
TH000048327,"CHIANG MAI, TH",28,1,1992,0,"D,,S",22.5,"H,,S",30.2,",,S",14.6,",,S"
TH000048327,"CHIANG MAI, TH",29,1,1992,0,"D,,S",22.4,"H,,S",,,13.8,",,S"
TH000048327,"CHIANG MAI, TH",30,1,1992,0,"D,,S",21.9,"H,,S",,,14.1,",,S"
TH000048327,"CHIANG MAI, TH",31,1,1992,0,"D,,S",22.6,"H,,S",31,",,S",13.9,",,S"
TH000048327,"CHIANG MAI, TH",1,2,1992,0,"D,,S",21.6,"H,,S",,,,
TH000048327,"CHIANG MAI, TH",2,2,1992,0,"D,,S",20.8,"H,,S",29,",,S",12,",,S"
TH000048327,"CHIANG MAI, TH",3,2,1992,0,"D,,S",20.9,"H,,S",30.2,",,S",11.5,",,S"
TH000048327,"CHIANG MAI, TH",4,2,1992,0,"D,,S",21.1,"H,,S",30.3,",,S",10.9,",,S"
TH000048327,"CHIANG MAI, TH",5,2,1992,0,"D,,S",22.2,"H,,S",31.2,",,S",12.6,",,S"
TH000048327,"CHIANG MAI, TH",6,2,1992,0,"D,,S",22.3,"H,,S",31.2,",,S",13,",,S"
TH000048327,"CHIANG MAI, TH",7,2,1992,0,"D,,S",21.9,"H,,S",30.6,",,S",12.7,",,S"
TH000048327,"CHIANG MAI, TH",8,2,1992,0,"D,,S",21.9,"H,,S",,,11.8,",,S"
TH000048327,"CHIANG MAI, TH",9,2,1992,0,"D,,S",23.3,"H,,S",,,12.9,",,S"
TH000048327,"CHIANG MAI, TH",10,2,1992,0,"D,,S",24.6,"H,,S",32.3,",,S",14.6,",,S"
TH000048327,"CHIANG MAI, TH",11,2,1992,0,"D,,S",23.6,"H,,S",,,15.3,",,S"
TH000048327,"CHIANG MAI, TH",12,2,1992,0,"D,,S",21.4,"H,,S",30,",,S",,
TH000048327,"CHIANG MAI, TH",13,2,1992,0,"D,,S",21.2,"H,,S",,,11.3,",,S"
TH000048327,"CHIANG MAI, TH",14,2,1992,0,"D,,S",22.9,"H,,S",31.1,",,S",11.6,",,S"
TH000048327,"CHIANG MAI, TH",15,2,1992,0,"D,,S",23.2,"H,,S",31.2,",,S",13.5,",,S"
TH000048327,"CHIANG MAI, TH",16,2,1992,0,"D,,S",24.3,"H,,S",,,15.1,",,S"
TH000048327,"CHIANG MAI, TH",17,2,1992,0,"D,,S",23.6,"H,,S",31,",,S",16.1,",,S"
TH000048327,"CHIANG MAI, TH",18,2,1992,0,"D,,S",24.6,"H,,S",,,15.5,",,S"
TH000048327,"CHIANG MAI, TH",19,2,1992,0,"D,,S",24.3,"H,,S",31.3,",,S",16.5,",,S"
TH000048327,"CHIANG MAI, TH",20,2,1992,0,"D,,S",23.7,"H,,S",,,,
TH000048327,"CHIANG MAI, TH",21,2,1992,0,"D,,S",24.1,"H,,S",32.4,",,S",15.6,",,S"
TH000048327,"CHIANG MAI, TH",22,2,1992,0,"D,,S",23.9,"H,,S",32.2,",,S",13.6,",,S"
TH000048327,"CHIANG MAI, TH",23,2,1992,0,"D,,S",22.8,"H,,S",33,",,S",12.9,",,S"
TH000048327,"CHIANG MAI, TH",24,2,1992,0,"D,,S",24.1,"H,,S",31.5,",,S",14.2,",,S"
TH000048327,"CHIANG MAI, TH",25,2,1992,2,",,S",20.7,"H,,S",23.8,",,S",,
TH000048327,"CHIANG MAI, TH",26,2,1992,5.1,",,S",18.8,"H,,S",21,",O,S",,
TH000048327,"CHIANG MAI, TH",27,2,1992,10.9,",,S",19.6,"H,,S",26.3,",,S",,
TH000048327,"CHIANG MAI, TH",28,2,1992,0,",,S",20.8,"H,,S",,,11.9,",,S"
TH000048327,"CHIANG MAI, TH",29,2,1992,0,"D,,S",23,"H,,S",,,12.3,",,S"
TH000048327,"CHIANG MAI, TH",1,3,1992,0,"D,,S",24,"H,,S",,,15,",,S"
TH000048327,"CHIANG MAI, TH",2,3,1992,0,"D,,S",25.1,"H,,S",33.2,",,S",15.9,",,S"
TH000048327,"CHIANG MAI, TH",3,3,1992,0,"D,,S",24.9,"H,,S",,,16.2,",,S"
TH000048327,"CHIANG MAI, TH",4,3,1992,0,"D,,S",25.5,"H,,S",33,",,S",17.4,",,S"
TH000048327,"CHIANG MAI, TH",5,3,1992,0,"D,,S",26.5,"H,,S",,,16.4,",,S"
TH000048327,"CHIANG MAI, TH",6,3,1992,0,"D,,S",27.1,"H,,S",,,17.8,",,S"
TH000048327,"CHIANG MAI, TH",7,3,1992,0,"D,,S",27,"H,,S",34.4,",,S",18.7,",,S"
TH000048327,"CHIANG MAI, TH",8,3,1992,0,"D,,S",27,"H,,S",,,17.6,",,S"
TH000048327,"CHIANG MAI, TH",9,3,1992,0,"D,,S",26,"H,,S",,,17.1,",,S"
TH000048327,"CHIANG MAI, TH",10,3,1992,0,"D,,S",26.4,"H,,S",,,17.1,",,S"
TH000048327,"CHIANG MAI, TH",11,3,1992,0,"D,,S",26.9,"H,,S",,,16.5,",,S"
TH000048327,"CHIANG MAI, TH",12,3,1992,0,"D,,S",26.6,"H,,S",35.3,",,S",15.9,",,S"
TH000048327,"CHIANG MAI, TH",13,3,1992,0,"D,,S",26.8,"H,,S",,,15.5,",,S"
TH000048327,"CHIANG MAI, TH",14,3,1992,0,"D,,S",26.9,"H,,S",,,16.8,",,S"
TH000048327,"CHIANG MAI, TH",15,3,1992,0,"D,,S",28.2,"H,,S",,,18.9,",,S"
TH000048327,"CHIANG MAI, TH",16,3,1992,0,"D,,S",27.6,"H,,S",,,18.2,",,S"
TH000048327,"CHIANG MAI, TH",17,3,1992,0,"D,,S",27.9,"H,,S",,,17.2,",,S"
TH000048327,"CHIANG MAI, TH",18,3,1992,0,"D,,S",27.9,"H,,S",36,",,S",18.1,",,S"
TH000048327,"CHIANG MAI, TH",19,3,1992,0,"D,,S",27.7,"H,,S",,,18.2,",,S"
TH000048327,"CHIANG MAI, TH",20,3,1992,0,"D,,S",27.8,"H,,S",,,17.8,",,S"
TH000048327,"CHIANG MAI, TH",21,3,1992,0,"D,,S",28,"H,,S",,,18.2,",,S"
TH000048327,"CHIANG MAI, TH",22,3,1992,0,"D,,S",28.5,"H,,S",,,18.5,",,S"
TH000048327,"CHIANG MAI, TH",23,3,1992,0,"D,,S",29.2,"H,,S",37.1,",,S",18.4,",,S"
TH000048327,"CHIANG MAI, TH",24,3,1992,0,"D,,S",30.6,"H,,S",,,20.1,",,S"
TH000048327,"CHIANG MAI, TH",25,3,1992,0,"D,,S",30.6,"H,,S",,,21,",,S"
TH000048327,"CHIANG MAI, TH",26,3,1992,0,"D,,S",31.3,"H,,S",,,21.4,",,S"
TH000048327,"CHIANG MAI, TH",27,3,1992,0,"D,,S",30.4,"H,,S",,,20,",,S"
TH000048327,"CHIANG MAI, TH",28,3,1992,0,"D,,S",31.1,"H,,S",,,21.9,",,S"
TH000048327,"CHIANG MAI, TH",29,3,1992,0,"D,,S",29.9,"H,,S",,,,
TH000048327,"CHIANG MAI, TH",30,3,1992,0,"D,,S",30.3,"H,,S",,,18.5,",,S"
TH000048327,"CHIANG MAI, TH",31,3,1992,0,"D,,S",30.7,"H,,S",,,20.1,",,S"
TH000048327,"CHIANG MAI, TH",1,4,1992,0,"D,,S",30.7,"H,,S",37.3,",,S",22.9,",,S"
TH000048327,"CHIANG MAI, TH",2,4,1992,0,"D,,S",30.1,"H,,S",,,,
TH000048327,"CHIANG MAI, TH",3,4,1992,0,"D,,S",29.5,"H,,S",36,",,S",19.5,",,S"
TH000048327,"CHIANG MAI, TH",4,4,1992,0,"D,,S",30.2,"H,,S",,,20.7,",,S"
TH000048327,"CHIANG MAI, TH",5,4,1992,0,"D,,S",29.7,"H,,S",,,20.3,",,S"
TH000048327,"CHIANG MAI, TH",6,4,1992,0,"D,,S",29.4,"H,,S",,,20.3,",,S"
TH000048327,"CHIANG MAI, TH",7,4,1992,0,"D,,S",30.4,"H,,S",37,",,S",22.9,",,S"
TH000048327,"CHIANG MAI, TH",8,4,1992,0,"D,,S",30.4,"H,,S",,,22,",,S"
TH000048327,"CHIANG MAI, TH",9,4,1992,0,"D,,S",31.3,"H,,S",,,23,",,S"
TH000048327,"CHIANG MAI, TH",10,4,1992,0,"D,,S",32.1,"H,,S",,,23.4,",,S"
TH000048327,"CHIANG MAI, TH",11,4,1992,0,"D,,S",32.2,"H,,S",,,24,",,S"
TH000048327,"CHIANG MAI, TH",12,4,1992,0,"D,,S",31.5,"H,,S",,,25.3,",,S"
TH000048327,"CHIANG MAI, TH",13,4,1992,0,"D,,S",32.4,"H,,S",,,24.5,",,S"
TH000048327,"CHIANG MAI, TH",14,4,1992,0,"D,,S",32.6,"H,,S",,,24,",,S"
TH000048327,"CHIANG MAI, TH",15,4,1992,0,"D,,S",31.2,"H,,S",38.5,",,S",24.3,",,S"
TH000048327,"CHIANG MAI, TH",16,4,1992,0,",,S",31,"H,,S",38.6,",,S",23.7,",,S"
TH000048327,"CHIANG MAI, TH",17,4,1992,0,"D,,S",30.6,"H,,S",37.5,",,S",22.9,",,S"
TH000048327,"CHIANG MAI, TH",18,4,1992,0.5,",,S",31.1,"H,,S",,,,
TH000048327,"CHIANG MAI, TH",19,4,1992,0,",,S",30.6,"H,,S",,,21.9,",,S"
TH000048327,"CHIANG MAI, TH",20,4,1992,0,"D,,S",31.2,"H,,S",,,21.2,",,S"
TH000048327,"CHIANG MAI, TH",21,4,1992,0,"D,,S",32.6,"H,,S",40,",,S",21.8,",,S"
TH000048327,"CHIANG MAI, TH",22,4,1992,0,"D,,S",31.8,"H,,S",39.2,",,S",21.6,",,S"
TH000048327,"CHIANG MAI, TH",23,4,1992,0,"D,,S",32.7,"H,,S",,,22.9,",,S"
TH000048327,"CHIANG MAI, TH",24,4,1992,0,"D,,S",32.5,"H,,S",39.3,",,S",23.3,",,S"
TH000048327,"CHIANG MAI, TH",25,4,1992,0,"D,,S",29.8,"H,,S",,,,
TH000048327,"CHIANG MAI, TH",26,4,1992,1,",,S",30.2,"H,,S",,,22.1,",,S"
TH000048327,"CHIANG MAI, TH",27,4,1992,0,",,S",29.1,"H,,S",38.2,",,S",23,",,S"
TH000048327,"CHIANG MAI, TH",28,4,1992,2,",,S",30.4,"H,,S",,,22.2,",,S"
TH000048327,"CHIANG MAI, TH",29,4,1992,0,",,S",29.4,"H,,S",,,,
TH000048327,"CHIANG MAI, TH",30,4,1992,7.9,",,S",27.9,"H,,S",,,22.9,",,S"
TH000048327,"CHIANG MAI, TH",1,5,1992,0.3,",,S",30.9,"H,,S",,,21.8,",,S"
TH000048327,"CHIANG MAI, TH",2,5,1992,0,",,S",31.8,"H,,S",37.6,",,S",24.1,",,S"
TH000048327,"CHIANG MAI, TH",3,5,1992,0,"D,,S",31.9,"H,,S",,,23.6,",,S"
TH000048327,"CHIANG MAI, TH",4,5,1992,0,"D,,S",32.5,"H,,S",,,23.9,",,S"
TH000048327,"CHIANG MAI, TH",5,5,1992,0,"D,,S",31.4,"H,,S",37.2,",,S",24.2,",,S"
TH000048327,"CHIANG MAI, TH",6,5,1992,3,",,S",32.9,"H,,S",39.3,",,S",23.9,",,S"
TH000048327,"CHIANG MAI, TH",7,5,1992,0,",,S",33,"H,,S",,,24.6,",,S"
TH000048327,"CHIANG MAI, TH",8,5,1992,0,"D,,S",32.3,"H,,S",,,23.9,",,S"
TH000048327,"CHIANG MAI, TH",9,5,1992,0,"D,,S",33.8,"H,,S",,,24.5,",,S"
TH000048327,"CHIANG MAI, TH",10,5,1992,0,",,S",34.1,"H,,S",40.1,",,S",28.2,",,S"
TH000048327,"CHIANG MAI, TH",11,5,1992,0,"D,,S",29.4,"H,,S",37.5,",,S",,
TH000048327,"CHIANG MAI, TH",12,5,1992,0,"D,,S",31.8,"H,,S",37,",,S",23.5,",,S"
TH000048327,"CHIANG MAI, TH",13,5,1992,0,"D,,S",31.2,"H,,S",,,26.9,",,S"
TH000048327,"CHIANG MAI, TH",14,5,1992,0,"D,,S",31.1,"H,,S",36.8,",,S",25.9,",,S"
TH000048327,"CHIANG MAI, TH",15,5,1992,0,"D,,S",30,"H,,S",,,24.2,",,S"
TH000048327,"CHIANG MAI, TH",16,5,1992,0,"D,,S",29,"H,,S",35.4,",,S",24.8,",,S"
TH000048327,"CHIANG MAI, TH",17,5,1992,0,",,S",30.6,"H,,S",38.2,",,S",23.6,",,S"
TH000048327,"CHIANG MAI, TH",18,5,1992,0,"D,,S",28.8,"H,,S",35.3,",,S",,
TH000048327,"CHIANG MAI, TH",19,5,1992,3,",,S",26.6,"H,,S",32,",,S",,
TH000048327,"CHIANG MAI, TH",20,5,1992,4.1,",,S",29.9,"H,,S",36,",,S",22.8,",,S"
TH000048327,"CHIANG MAI, TH",21,5,1992,0,",,S",30.7,"H,,S",,,23.4,",,S"
TH000048327,"CHIANG MAI, TH",22,5,1992,0,"D,,S",31.8,"H,,S",,,24.4,",,S"
TH000048327,"CHIANG MAI, TH",23,5,1992,2,",,S",29.7,"H,,S",37.7,",,S",,
TH000048327,"CHIANG MAI, TH",24,5,1992,1,",,S",29.4,"H,,S",35.3,",,S",23.9,",,S"
TH000048327,"CHIANG MAI, TH",25,5,1992,0,",,S",30.7,"H,,S",,,23.7,",,S"
TH000048327,"CHIANG MAI, TH",26,5,1992,0,"D,,S",32.3,"H,,S",,,22.9,",,S"
TH000048327,"CHIANG MAI, TH",27,5,1992,0,"D,,S",30.6,"H,,S",37,",,S",,
TH000048327,"CHIANG MAI, TH",28,5,1992,0,",,S",30.9,"H,,S",37.5,",,S",24.8,",,S"
TH000048327,"CHIANG MAI, TH",29,5,1992,0,"D,,S",31.3,"H,,S",38,",,S",24.9,",,S"
TH000048327,"CHIANG MAI, TH",30,5,1992,0,"D,,S",31.4,"H,,S",,,24.2,",,S"
TH000048327,"CHIANG MAI, TH",31,5,1992,0,"D,,S",31.9,"H,,S",37.6,",,S",25,",,S"
TH000048327,"CHIANG MAI, TH",1,6,1992,0,"D,,S",31.8,"H,,S",,,25.2,",,S"
TH000048327,"CHIANG MAI, TH",2,6,1992,0,"D,,S",32.7,"H,,S",,,25.8,",,S"
TH000048327,"CHIANG MAI, TH",3,6,1992,0,",,S",31.1,"H,,S",37.7,",,S",26.8,",,S"
TH000048327,"CHIANG MAI, TH",4,6,1992,0,"D,,S",30.1,"H,,S",36,",,S",,
TH000048327,"CHIANG MAI, TH",5,6,1992,0,",,S",28.8,"H,,S",36.2,",,S",,
TH000048327,"CHIANG MAI, TH",6,6,1992,23.9,",,S",28.8,"H,,S",33.2,",,S",22.5,",,S"
TH000048327,"CHIANG MAI, TH",7,6,1992,0,",,S",28.2,"H,,S",35.3,",,S",24.2,",,S"
TH000048327,"CHIANG MAI, TH",8,6,1992,1,",,S",28.5,"H,,S",33,",,S",,
TH000048327,"CHIANG MAI, TH",9,6,1992,27.9,",,S",27.8,"H,,S",,,22.3,",,S"
TH000048327,"CHIANG MAI, TH",10,6,1992,6.1,",,S",28.1,"H,,S",,,24.1,",,S"
TH000048327,"CHIANG MAI, TH",11,6,1992,1,",,S",28.3,"H,,S",32.1,",,S",24,",,S"
TH000048327,"CHIANG MAI, TH",12,6,1992,0,",,S",27.5,"H,,S",,,24.6,",,S"
TH000048327,"CHIANG MAI, TH",13,6,1992,15,",,S",30.2,"H,,S",,,24.2,",,S"
TH000048327,"CHIANG MAI, TH",14,6,1992,0,",,S",29.8,"H,,S",,,24.9,",,S"
TH000048327,"CHIANG MAI, TH",15,6,1992,0.3,",,S",28.7,"H,,S",34.2,",,S",,
TH000048327,"CHIANG MAI, TH",16,6,1992,0,",,S",28.3,"H,,S",,,23.9,",,S"
TH000048327,"CHIANG MAI, TH",17,6,1992,4.1,",,S",28.1,"H,,S",,,23.7,",,S"
TH000048327,"CHIANG MAI, TH",18,6,1992,0,",,S",29.6,"H,,S",,,24.2,",,S"
TH000048327,"CHIANG MAI, TH",19,6,1992,0,",,S",29,"H,,S",35.6,",,S",24.7,",,S"
TH000048327,"CHIANG MAI, TH",20,6,1992,0,"D,,S",30.1,"H,,S",35.8,",,S",25.7,",,S"
TH000048327,"CHIANG MAI, TH",21,6,1992,0,"D,,S",30.1,"H,,S",36.4,",,S",25.8,",,S"
TH000048327,"CHIANG MAI, TH",22,6,1992,0,"D,,S",30.8,"H,,S",35.2,",,S",24.9,",,S"
TH000048327,"CHIANG MAI, TH",23,6,1992,0,"D,,S",30.1,"H,,S",35,",,S",26,",,S"
TH000048327,"CHIANG MAI, TH",24,6,1992,0.3,",,S",29.2,"H,,S",,,24.2,",,S"
TH000048327,"CHIANG MAI, TH",25,6,1992,0,",,S",29.4,"H,,S",34.5,",,S",24.6,",,S"
TH000048327,"CHIANG MAI, TH",26,6,1992,1,",,S",27.8,"H,,S",30.2,",,S",23.8,",,S"
TH000048327,"CHIANG MAI, TH",27,6,1992,0,",,S",28.5,"H,,S",33.6,",,S",24.3,",,S"
TH000048327,"CHIANG MAI, TH",28,6,1992,0,"D,,S",29.1,"H,,S",,,24,",,S"
TH000048327,"CHIANG MAI, TH",29,6,1992,0,"D,,S",29.4,"H,,S",,,24.2,",,S"
TH000048327,"CHIANG MAI, TH",30,6,1992,0,",,S",28.6,"H,,S",33.3,",,S",24.5,",,S"
TH000048327,"CHIANG MAI, TH",1,7,1992,0,",,S",28.1,"H,,S",31.8,",,S",23.5,",,S"
TH000048327,"CHIANG MAI, TH",2,7,1992,0,"D,,S",27.6,"H,,S",,,,
TH000048327,"CHIANG MAI, TH",3,7,1992,0,",,S",27.9,"H,,S",33.3,",,S",,
TH000048327,"CHIANG MAI, TH",4,7,1992,0,"D,,S",26.9,"H,,S",34.7,",,S",,
TH000048327,"CHIANG MAI, TH",5,7,1992,6.1,",,S",27.7,"H,,S",,,,
TH000048327,"CHIANG MAI, TH",6,7,1992,0,",,S",26.9,"H,,S",31.9,",,S",22.9,",,S"
TH000048327,"CHIANG MAI, TH",7,7,1992,0,"D,,S",26.3,"H,,S",31,",,S",,
TH000048327,"CHIANG MAI, TH",8,7,1992,5.1,",,S",26.7,"H,,S",,,,
TH000048327,"CHIANG MAI, TH",9,7,1992,23.9,",,S",25.3,"H,,S",28.7,",,S",22.8,",,S"
TH000048327,"CHIANG MAI, TH",10,7,1992,1,",,S",26.6,"H,,S",31.4,",,S",22.7,",,S"
TH000048327,"CHIANG MAI, TH",11,7,1992,3,",,S",27.3,"H,,S",,,,
TH000048327,"CHIANG MAI, TH",12,7,1992,1,",,S",28.5,"H,,S",32.4,",,S",22.8,",,S"
TH000048327,"CHIANG MAI, TH",13,7,1992,0,",,S",27.6,"H,,S",,,24.4,",,S"
TH000048327,"CHIANG MAI, TH",14,7,1992,7.1,",,S",26.7,"H,,S",31.2,",,S",,
TH000048327,"CHIANG MAI, TH",15,7,1992,105.9,",,S",25.9,"H,,S",29.3,",,S",21.8,",,S"
TH000048327,"CHIANG MAI, TH",16,7,1992,1,",,S",27.8,"H,,S",32.5,",,S",23.8,",,S"
TH000048327,"CHIANG MAI, TH",17,7,1992,0,",,S",28.2,"H,,S",33.5,",,S",22.8,",,S"
TH000048327,"CHIANG MAI, TH",18,7,1992,0,"D,,S",28.7,"H,,S",,,23.2,",,S"
TH000048327,"CHIANG MAI, TH",19,7,1992,0,"D,,S",29.3,"H,,S",,,23.4,",,S"
TH000048327,"CHIANG MAI, TH",20,7,1992,0,"D,,S",29.7,"H,,S",,,23.9,",,S"
TH000048327,"CHIANG MAI, TH",21,7,1992,0,"D,,S",31.2,"H,,S",,,24.9,",,S"
TH000048327,"CHIANG MAI, TH",22,7,1992,,,26.9,"H,,S",,,,
TH000048327,"CHIANG MAI, TH",23,7,1992,4.1,",,S",24.8,"H,,S",27.4,",,S",22.8,",,S"
TH000048327,"CHIANG MAI, TH",24,7,1992,8.9,",,S",26.7,"H,,S",30.2,",,S",22.8,",,S"
TH000048327,"CHIANG MAI, TH",25,7,1992,3,",,S",25.6,"H,,S",30.4,",,S",23,",,S"
TH000048327,"CHIANG MAI, TH",26,7,1992,8.9,",,S",26.9,"H,,S",,,23,",,S"
TH000048327,"CHIANG MAI, TH",27,7,1992,4.1,",,S",25.2,"H,,S",,,23,",,S"
TH000048327,"CHIANG MAI, TH",28,7,1992,8.9,",,S",27.8,"H,,S",,,22.7,",,S"
TH000048327,"CHIANG MAI, TH",29,7,1992,27.9,",,S",27.7,"H,,S",32,",,S",22.6,",,S"
TH000048327,"CHIANG MAI, TH",30,7,1992,11.9,",,S",24.6,"H,,S",26.6,",,S",,
TH000048327,"CHIANG MAI, TH",31,7,1992,49,",,S",23.9,"H,,S",26.5,",,S",22.6,",,S"
TH000048327,"CHIANG MAI, TH",1,8,1992,19.1,",,S",25.6,"H,,S",30.7,",,S",22.3,",,S"
TH000048327,"CHIANG MAI, TH",2,8,1992,2,",,S",27.3,"H,,S",31.3,",,S",23.6,",,S"
TH000048327,"CHIANG MAI, TH",3,8,1992,0,",,S",28.5,"H,,S",33.2,",,S",22.9,",,S"
TH000048327,"CHIANG MAI, TH",4,8,1992,0,"D,,S",27.7,"H,,S",,,23.3,",,S"
TH000048327,"CHIANG MAI, TH",5,8,1992,0.5,",,S",24.7,"H,,S",,,,
TH000048327,"CHIANG MAI, TH",6,8,1992,8.9,",,S",24.6,"H,,S",26.6,",,S",22.3,",,S"
TH000048327,"CHIANG MAI, TH",7,8,1992,0.3,",,S",25,"H,,S",28.7,",,S",22.8,",,S"
TH000048327,"CHIANG MAI, TH",8,8,1992,3,",,S",27.9,"H,,S",32.3,",,S",22,",,S"
TH000048327,"CHIANG MAI, TH",9,8,1992,0,",,S",29.4,"H,,S",,,23.4,",,S"
TH000048327,"CHIANG MAI, TH",10,8,1992,0,"D,,S",28.3,"H,,S",,,24.9,",,S"
TH000048327,"CHIANG MAI, TH",11,8,1992,0,",,S",27.5,"H,,S",33.2,",,S",23.9,",,S"
TH000048327,"CHIANG MAI, TH",12,8,1992,5.1,",,S",27.1,"H,,S",,,23.8,",,S"
TH000048327,"CHIANG MAI, TH",13,8,1992,2,",,S",27.9,"H,,S",33.2,",,S",23.2,",,S"
TH000048327,"CHIANG MAI, TH",14,8,1992,0,",,S",26.9,"H,,S",31.4,",,S",23.5,",,S"
TH000048327,"CHIANG MAI, TH",15,8,1992,1,",,S",25.2,"H,,S",29.2,",,S",,
TH000048327,"CHIANG MAI, TH",16,8,1992,34,",,S",27.2,"H,,S",,,22.6,",,S"
TH000048327,"CHIANG MAI, TH",17,8,1992,0,",,S",28.1,"H,,S",33,",,S",,
TH000048327,"CHIANG MAI, TH",18,8,1992,0,"D,,S",27.6,"H,,S",,,23.1,",,S"
TH000048327,"CHIANG MAI, TH",19,8,1992,4.1,",,S",27.7,"H,,S",31.3,",,S",23.7,",,S"
TH000048327,"CHIANG MAI, TH",20,8,1992,0,",,S",27.8,"H,,S",33.2,",,S",,
TH000048327,"CHIANG MAI, TH",21,8,1992,1,",,S",28.9,"H,,S",,,22.8,",,S"
TH000048327,"CHIANG MAI, TH",22,8,1992,0,",,S",28.6,"H,,S",,,23.9,",,S"
TH000048327,"CHIANG MAI, TH",23,8,1992,0,"D,,S",26.9,"H,,S",,,,
TH000048327,"CHIANG MAI, TH",24,8,1992,4.1,",,S",27.8,"H,,S",,,22.8,",,S"
TH000048327,"CHIANG MAI, TH",25,8,1992,0.3,",,S",27.1,"H,,S",33.1,",,S",24,",,S"
TH000048327,"CHIANG MAI, TH",26,8,1992,30,",,S",27.4,"H,,S",,,22.9,",,S"
TH000048327,"CHIANG MAI, TH",27,8,1992,6.1,",,S",26.1,"H,,S",31.8,",,S",23.6,",,S"
TH000048327,"CHIANG MAI, TH",28,8,1992,1,",,S",28.8,"H,,S",,,23.8,",,S"
TH000048327,"CHIANG MAI, TH",29,8,1992,0,",,S",29.3,"H,,S",,,24.2,",,S"
TH000048327,"CHIANG MAI, TH",30,8,1992,0,",,S",26.3,"H,,S",32.8,",,S",,
TH000048327,"CHIANG MAI, TH",31,8,1992,6.1,",,S",27.8,"H,,S",,,23.2,",,S"
TH000048327,"CHIANG MAI, TH",1,9,1992,56.9,",,S",27.1,"H,,S",,,22.8,",,S"
TH000048327,"CHIANG MAI, TH",2,9,1992,0,",,S",27.5,"H,,S",32.2,",,S",,
TH000048327,"CHIANG MAI, TH",3,9,1992,0,"D,,S",28.4,"H,,S",,,22.6,",,S"
TH000048327,"CHIANG MAI, TH",4,9,1992,1,",,S",27.4,"H,,S",31.8,",,S",23.2,",,S"
TH000048327,"CHIANG MAI, TH",5,9,1992,0,",,S",28.4,"H,,S",33.2,",,S",23.8,",,S"
TH000048327,"CHIANG MAI, TH",6,9,1992,3,",,S",27.5,"H,,S",32.4,",,S",23.7,",,S"
