2.310000000000000000e+02,6.000000000000000000e+01,5.786500000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+01,5.900000000000000000e+01,1.014309999999999945e+03,1.011529999999999973e+03
1.310000000000000000e+02,5.900000000000000000e+01,6.021300000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00,6.900000000000000000e+01,6.200000000000000000e+01,1.013360000000000014e+03,1.012149999999999977e+03
1.620000000000000000e+02,6.100000000000000000e+01,5.464100000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00,6.900000000000000000e+01,5.900000000000000000e+01,1.016000000000000000e+03,1.010500000000000000e+03
1.180000000000000000e+02,9.600000000000000000e+01,5.464100000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,6.900000000000000000e+01,5.600000000000000000e+01,1.014600000000000023e+03,1.012700000000000045e+03
1.590000000000000000e+02,1.600000000000000000e+01,5.765200000000000000e+04,1.000000000000000000e+00,0.000000000000000000e+00,7.500000000000000000e+01,6.700000000000000000e+01,1.012700000000000045e+03,1.010500000000000000e+03
1.350000000000000000e+02,6.200000000000000000e+01,5.970900000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+00,6.600000000000000000e+01,5.800000000000000000e+01,1.012870000000000005e+03,1.010080000000000041e+03
9.000000000000000000e+01,8.800000000000000000e+01,5.792700000000000000e+04,1.000000000000000000e+00,4.000000000000000000e+00,6.700000000000000000e+01,6.300000000000000000e+01,1.014100000000000023e+03,1.012100000000000023e+03
1.840000000000000000e+02,7.000000000000000000e+01,5.829400000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,7.200000000000000000e+01,5.900000000000000000e+01,1.016500000000000000e+03,1.011600000000000023e+03
1.460000000000000000e+02,6.200000000000000000e+01,5.804600000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,6.900000000000000000e+01,5.800000000000000000e+01,1.015799999999999955e+03,1.013399999999999977e+03
1.590000000000000000e+02,1.160000000000000000e+02,5.347700000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,6.500000000000000000e+01,6.000000000000000000e+01,1.015500000000000000e+03,1.015500000000000000e+03
8.800000000000000000e+01,7.000000000000000000e+01,5.298200000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,7.500000000000000000e+01,6.000000000000000000e+01,1.014600000000000023e+03,1.013899999999999977e+03
1.090000000000000000e+02,4.100000000000000000e+01,4.725400000000000000e+04,0.000000000000000000e+00,2.000000000000000000e+00,7.800000000000000000e+01,7.000000000000000000e+01,1.011899999999999977e+03,1.012500000000000000e+03
